path,tissue,label_binary
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1753.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4514.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4395.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca670.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3844.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3392.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca652.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca664.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3204.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3560.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2028.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca377.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1992.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca115.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2501.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3311.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3138.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4955.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4830.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4475.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1019.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3369.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4004.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2993.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4312.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca750.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2715.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1074.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1202.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1265.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca190.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2923.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1639.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca352.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3273.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4376.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3989.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3862.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4764.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2452.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3720.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2270.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1686.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1589.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca816.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4463.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4737.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca142.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca114.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2164.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1446.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca765.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3645.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4109.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1334.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca107.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2397.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2500.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2917.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4995.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1417.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1221.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1837.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca220.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca570.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2202.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2264.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1980.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4788.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1667.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca309.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca424.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca291.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2884.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1214.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3114.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2231.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1950.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca833.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1178.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3050.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca773.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2998.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca793.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3536.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3834.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca483.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3796.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2775.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2236.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4570.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4655.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca50.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca420.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1867.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca116.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4327.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4438.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca89.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4508.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca537.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3913.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3676.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4220.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3598.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3316.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2276.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4515.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca704.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca910.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2673.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1005.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3603.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3561.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4297.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1128.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2893.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3828.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1756.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2013.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1134.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4230.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1946.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca243.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3706.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2825.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4075.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2625.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3425.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3734.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1423.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca396.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4666.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4145.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca125.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2566.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca660.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3597.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2746.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1089.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3522.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4211.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4314.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4294.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1476.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2697.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1611.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4413.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4549.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca699.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2815.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1986.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1745.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3523.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4445.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4942.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4500.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1687.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca349.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4895.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3965.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2974.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca312.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4081.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4580.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1819.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca383.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1899.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4287.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3233.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4668.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3131.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca853.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1028.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4409.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1917.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2481.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1659.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca622.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3946.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2457.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3820.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3419.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3435.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1266.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3103.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1587.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4396.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2128.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca567.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1205.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3948.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3906.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1620.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3478.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca876.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1871.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1569.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4682.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4669.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2188.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2647.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca296.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2274.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2602.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca742.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca73.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4705.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2486.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2333.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3046.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1789.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4171.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2813.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1382.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1562.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2429.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca30.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2995.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca533.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2335.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2564.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3230.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3324.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3602.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1132.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1607.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2133.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca924.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1009.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2649.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3922.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2340.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3453.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4316.jpeg,lung,1
../../data/lc25000/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2280.jpeg,lung,1
